id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,recoveries,collection_recovery_fee,policy_code,tot_cur_bal,total_rev_hi_lim
7657,20000,20000,19750, 36 months,12.29,667.06,C,C1,CAD/BIM Designer II,2 years,RENT,60000,n,debt_consolidation,Debt consolidation,IL,10.4,0,Jul-2003,0,6,0,10672,97,15,f,19070.81,18832.43,0,0,1,21284,11000
7658,32000,32000,32000, 60 months,23.43,910.02,F,F1,road driver,10+ years,MORTGAGE,98000,n,debt_consolidation,Debt consolidation,MO,8.36,0,Sep-2004,0,6,0,4852,77,19,f,27825.09,27825.09,0,0,1,348629,6300
7659,13150,13150,13150, 36 months,15.31,457.85,C,C2,Tribune Broadcasting,2 years,RENT,38000,n,credit_card,Lessons Learned,IN,23.08,0,May-1987,0,6,0,25858,94.4,11,f,0,0,1194.39,11.9439,1,25858,27400
7660,11500,11500,11500, 60 months,24.08,331.37,F,F2,assistant manager,1 year,MORTGAGE,32000,n,debt_consolidation,Debt consolidation,IN,21.76,0,Nov-1995,2,6,0,7798,83,8,w,9759.39,9759.39,0,0,1,25658,9400
7661,15000,15000,15000, 60 months,18.24,382.87,D,D5,manager,10+ years,RENT,38000,n,debt_consolidation,Debt consolidation,FL,29.82,0,Sep-2000,1,18,0,15215,50,29,w,12978.05,12978.05,0,0,1,34132,30400
7662,12375,12375,12375, 60 months,21.98,341.65,E,E4,health care services,1 year,MORTGAGE,35500,n,other,personal loan,PA,20.08,0,Jul-2003,0,5,0,4177,81.9,13,w,8523.88,8523.88,0,0,1,23421,5100
7663,16800,16800,16800, 60 months,21.98,463.81,E,E4,Arcelormittal,6 years,MORTGAGE,122000,n,debt_consolidation,Bill pay off,IN,11.62,0,Apr-1996,3,15,0,11168,78.6,50,f,0,0,7232.54,631.2186,1,511582,14200
7664,11500,11500,11500, 36 months,13.68,391.26,C,C1,UnitedWay,1 year,MORTGAGE,50000,n,home_improvement,HappyHome,CT,18.24,0,Dec-1991,2,4,0,7266,84.5,19,w,0,0,0,0,1,116264,8600
7665,24000,24000,24000, 60 months,12.12,535.33,B,B3,"Republic Services, Inc.",5 years,RENT,63150,n,debt_consolidation,cc payoff loan,AZ,22.14,0,Jan-1996,2,16,0,38544,40.5,26,w,0,0,0,0,1,53540,95200
7666,10000,10000,10000, 36 months,16.59,354.5,D,D1,Docksupv,10+ years,RENT,35000,n,debt_consolidation,Debt consolidation,CA,13.72,0,Jul-2001,4,5,0,2162,49.1,15,w,4772.36,4772.36,0,0,1,15359,4400
7667,15000,15000,15000, 36 months,9.17,478.19,B,B1,Quality Control Inspector,< 1 year,MORTGAGE,65000,n,debt_consolidation,Debt consolidation,MA,18.67,0,May-2005,4,11,0,3788,18.8,22,w,0,0,0,0,1,132739,20100
7668,12250,12250,2125, 36 months,13.67,416.72,D,D2,Colonial Physical Therapy,< 1 year,RENT,30000,n,debt_consolidation,debt,NJ,13.28,0,Nov-2005,0,7,0,12558,61.3,7,f,0,0,11396.58,3988.81,1,,
7669,19100,19100,19100, 60 months,18.25,487.62,E,E1,owner,7 years,MORTGAGE,75000,n,small_business,Business,CA,18.64,1,Jul-1994,0,8,1,1206,7.4,20,w,16988.05,16988.05,0,0,1,31083,16400
7670,6500,6500,6500, 36 months,13.35,220.11,C,C2,Assembly hall manager,4 years,OWN,34000,n,debt_consolidation,Debt consolidation,MI,15.11,0,Apr-2001,2,6,1,1671,23.5,19,w,4101.78,4101.78,0,0,1,13708,7100
7671,13925,13925,13925, 60 months,17.86,352.55,D,D5,Manager,2 years,OWN,35000,n,debt_consolidation,Debt consolidation,KS,37.48,1,Jan-1996,0,14,0,17821,76.8,29,f,12370.73,12370.73,0,0,1,37889,23200
7672,25475,25475,25425, 60 months,19.29,664.91,E,E4,El Paso County Sheriffs Office,10+ years,MORTGAGE,55400,n,debt_consolidation,debt consolidation,TX,23.44,0,Oct-2001,2,12,0,21660,61.4,23,f,0,0,0,0,1,,
7673,7800,7800,7800, 36 months,15.8,273.46,C,C3,Fort Sill National Bank,< 1 year,MORTGAGE,30000,n,credit_card,CLoan,OK,26.72,0,May-2007,2,6,0,10646,43.6,13,f,0,0,924.83,9.248300003,1,18126,24400
7674,10750,10750,10700, 36 months,11.11,352.51,B,B5,VALLEY PLUMBING COMPANY,10+ years,OWN,49200,n,small_business,PRECISE,MN,15.02,0,Sep-1994,1,22,0,25353,62.8,38,f,0,0,0,0,1,,
7675,31825,31825,31825, 60 months,14.33,745.97,C,C2,Rady Children's Hospital,5 years,MORTGAGE,71745,n,debt_consolidation,Debt consold,CA,5.84,0,Jun-1994,0,7,0,9032,40,22,w,0,0,0,0,1,356434,22600
7676,8400,8400,8400, 36 months,13.99,287.06,C,C3,Lowe's Home Improvement,8 years,RENT,51996,n,debt_consolidation,Consolidation Loan,CA,12.44,0,Jan-2000,1,6,0,3139,84.8,9,f,0,0,0,0,1,,
7677,2500,2500,2500, 36 months,16.78,88.86,C,C5,United States Navy,1 year,OWN,25000,n,debt_consolidation,Getting Back On Track,CA,14.9,0,Aug-2009,0,8,0,5015,43.6,11,w,0,0,0,0,1,12022,11500
7678,22300,22300,22300, 60 months,18.99,578.36,E,E3,Power Generation Engineer II,< 1 year,RENT,65600,n,other,Other,AZ,11.07,0,Aug-2009,0,11,0,16157,72.8,12,f,4240.07,4240.07,0,0,1,38919,22200
7679,15000,15000,15000, 36 months,14.49,516.25,C,C4,sales,< 1 year,RENT,50000,n,debt_consolidation,Debt consolidation,IN,10.66,0,Oct-2005,1,7,0,4939,86.4,14,f,0,0,0,0,1,8538,5500
7680,2600,2600,2600, 36 months,18.92,95.21,D,D4,Route Tech,1 year,RENT,35000,n,debt_consolidation,Debt consolidation,CA,3.43,1,Jan-2006,2,4,0,1382,81.3,5,w,0,0,0,0,1,1759,1700
7681,21000,21000,20750, 60 months,13.99,488.53,C,C1,Serpro,10+ years,MORTGAGE,140000,n,home_improvement,Pool,TX,7.28,0,Sep-1999,0,12,0,10662,42.1,27,f,8671.59,8568.31,0,0,1,,
7682,10000,10000,10000, 36 months,14.98,346.56,C,C3,Supervisor,10+ years,RENT,45000,n,debt_consolidation,car,CA,23.81,1,Oct-2002,2,10,0,6473,38.3,20,f,0,0,1229.22,12.2922,1,24134,16900
7683,24000,24000,24000, 36 months,8.9,762.08,A,A5,Foley Hoag LLP,3 years,MORTGAGE,180000,n,debt_consolidation,Losing Higher Interest from Student Days,MA,27.01,0,Dec-1983,1,33,0,24923,51.6,57,f,0,0,0,0,1,806856,48300
7684,19200,19200,19150, 36 months,19.99,713.45,E,E4,Technology Manager,3 years,MORTGAGE,48000,n,small_business,Business,IL,13.18,0,May-2000,1,12,0,6186,26.3,24,w,17999.39,17952.52,0,0,1,133782,23500
7685,11700,11700,11700, 36 months,11.14,383.82,B,B2,Clark County School District,10+ years,MORTGAGE,53754,n,debt_consolidation,Debt Consolidation ,NV,10.16,0,Apr-1996,0,16,1,15445,41.7,31,f,0,0,0,0,1,318178,37000
7686,17475,17475,17475, 60 months,16.29,427.66,C,C4,US Army,10+ years,MORTGAGE,80000,n,debt_consolidation,Debt Consolidation,KY,27.2,0,Apr-1996,2,9,0,11209,83.6,27,f,0,0,0,0,1,294409,13400
7687,10200,10200,10200, 36 months,22.99,394.79,F,F1,Manager HR,3 years,RENT,24000,n,credit_card,Credit card refinancing,CA,33.78,0,Nov-2010,1,8,0,12030,84.1,10,f,8493.85,8493.85,0,0,1,12575,14300
7688,8000,8000,8000, 36 months,14.99,277.29,C,C5,Payment Services Associate II,3 years,RENT,31000,n,debt_consolidation,Debt consolidation,OR,21.31,0,Sep-2006,1,5,0,12389,94.6,22,f,0,0,0,0,1,21409,13100
7689,14000,14000,14000, 36 months,6.03,426.1,A,A1,Nurse Manager,5 years,MORTGAGE,72000,n,debt_consolidation,Debt consolidation,TX,7.77,0,May-1985,0,11,0,794,2.2,32,w,8088.38,8088.38,0,0,1,223536,36000
7690,12750,12750,12750, 60 months,8.9,264.06,A,A5,"Revel Entertainment Group, LLC",1 year,OWN,45000,n,debt_consolidation,Debt consolidation,NJ,18.03,0,Jul-1998,0,9,0,12850,26.9,13,f,0,0,0,0,1,163145,47800
7691,11175,11175,11175, 36 months,13.35,378.42,C,C2,Project Supervisor,10+ years,MORTGAGE,95000,n,debt_consolidation,Debt consolidation,CA,9.65,0,May-1994,1,8,1,2722,31.3,28,f,7348.58,7348.58,0,0,1,74880,8700
7692,20000,20000,19975, 36 months,13.99,683.46,C,C4,Irrigation Tech,9 years,MORTGAGE,58600,n,debt_consolidation,Debt consolidation,WY,38.91,0,Sep-2003,0,14,0,21746,63.8,33,f,16735.54,16714.62,0,0,1,74999,34100
7693,11000,11000,11000, 60 months,15.61,265.23,D,D1,Quality Control Inspector,10+ years,MORTGAGE,50000,n,debt_consolidation,Debt consolidation,FL,18.1,0,May-2001,1,11,1,6403,36.2,28,w,0,0,0,0,1,18252,17700
7694,6000,6000,6000, 36 months,9.99,193.58,B,B3,Supervisor,10+ years,OWN,35000,n,debt_consolidation,Debt consolidation,FL,23.39,0,Nov-1986,0,8,0,6102,31.9,10,w,4352.64,4352.64,0,0,1,18172,19100
7695,12800,12800,12800, 60 months,13.99,297.77,C,C4,Ass Mgr Quality Assurance Loan Oper,10+ years,MORTGAGE,64000,n,credit_card,Credit card refinancing,IN,29.7,0,Jun-2003,2,19,0,25000,73.3,59,f,11234.16,11234.16,0,0,1,199237,34100
7696,24125,24125,24125, 36 months,14.49,830.29,C,C4,warehouse manager,10+ years,RENT,55000,n,debt_consolidation,Debt consolidation,CA,21.65,0,Feb-1995,0,8,0,18532,58.8,16,w,17824.98,17824.98,0,0,1,28813,31500
7697,20800,20800,20800, 60 months,16.55,511.92,D,D2,Administrative Assistant,2 years,RENT,83000,n,debt_consolidation,Debt consolidation,NY,9.07,3,Jul-1983,1,9,0,3771,45.4,14,w,18910.24,18910.24,0,0,1,17901,8300
7698,35000,35000,35000, 36 months,9.99,1129.19,B,B3,President,7 years,MORTGAGE,356000,n,home_improvement,Home improvement,MI,3.98,0,May-1991,1,13,0,3828,3.9,33,w,31606.66,31606.66,0,0,1,50903,97900
7699,12000,12000,12000, 60 months,21.99,331.36,E,E5,Surgery Scheduler,10+ years,MORTGAGE,65000,n,other,Other,CA,28.53,1,Aug-1993,1,21,0,59557,39.4,32,f,0,0,2196.7,395.406,1,305931,145400
7700,28000,28000,28000, 36 months,15.61,979.02,D,D1,Project Manager,4 years,MORTGAGE,77580,n,home_improvement,Home improvement,NY,10.22,0,Jul-2000,2,8,1,3309,36,52,f,0,0,0,0,1,260758,9200
7701,28000,28000,28000, 36 months,7.9,876.13,A,A4,Associate Professor,8 years,RENT,180000,n,debt_consolidation,Debt consolidation,TX,10.63,0,Dec-2001,0,9,0,58202,88.5,30,f,11680.78,11680.78,0,0,1,463797,65800
7702,8000,8000,8000, 36 months,11.99,265.68,B,B3,Program Specialist III,10+ years,MORTGAGE,107962,n,debt_consolidation,Debt Consolidation,UT,11.68,4,Nov-1994,0,11,0,18337,69.2,19,f,2275.91,2275.91,0,0,1,174730,26500
7703,10000,10000,10000, 36 months,8.67,316.47,B,B1,Service Manager 2,5 years,RENT,49000,n,debt_consolidation,Debt consolidation,CA,12.37,0,Oct-2004,0,10,0,5224,22.7,18,w,6683.8,6683.8,0,0,1,19896,23000
7704,35000,35000,35000, 60 months,13.33,802.29,C,C3,General Manager,7 years,MORTGAGE,159000,n,debt_consolidation,Debt consolidation,TX,10.98,0,Oct-1994,1,6,0,10987,79,39,w,30652.08,30652.08,0,0,1,169406,13900
7705,10050,10050,10050, 36 months,15.31,349.92,C,C2,Applebees,7 years,RENT,30000,n,debt_consolidation,Personal Loan,SD,24.44,0,Oct-2003,0,4,0,4237,94.2,17,f,0,0,0,0,1,15966,4500
7706,35000,35000,35000, 60 months,15.61,843.9,C,C5,Director of Veterinary Clinical Services,10+ years,MORTGAGE,120000,n,credit_card,Credit card refinancing,MO,20.92,0,Sep-1984,3,23,0,56727,55.8,53,f,26188.07,26188.07,0,0,1,211634,101700
7707,34750,34750,34700, 60 months,23.99,999.49,F,F2,Manager,2 years,MORTGAGE,79000,n,home_improvement,Home improvement,FL,15.45,0,Jun-2004,1,11,0,15314,64.6,20,f,32827.45,32780.22,0,0,1,38298,23700
7708,10000,10000,10000, 60 months,19.22,260.62,D,D4,assistant manager ,3 years,RENT,28732,n,debt_consolidation,Debt consolidation,NY,11.36,0,Mar-2002,2,6,0,9510,76.1,12,f,7233.3,7233.3,0,0,1,9510,12500
7709,25000,25000,25000, 36 months,11.53,824.76,B,B5,service director,10+ years,MORTGAGE,140000,n,debt_consolidation,Debt consolidation,FL,26.19,0,May-1987,0,21,0,48149,76.4,40,f,22020.53,22020.53,0,0,1,265787,63000
7710,5500,5500,5500, 36 months,7.89,172.08,A,A5,Manager,5 years,RENT,35000,n,major_purchase,Major purchase,FL,20.68,0,Feb-2002,1,14,0,7622,25.3,28,w,0,0,0,0,1,18154,30100
7711,10200,10200,10200, 60 months,22.15,282.59,E,E5,Store Manager,4 years,MORTGAGE,45000,n,debt_consolidation,Debt consolidation,KY,23.32,0,Aug-2004,4,9,2,8268,62.2,22,w,0,0,0,0,1,17127,13300
7712,7175,7175,7175, 36 months,17.86,258.89,D,D5,E communications Representative,6 years,OWN,34000,n,debt_consolidation,Debt consolidation,NY,27.43,0,Aug-1999,3,11,0,6777,91.6,21,f,6868.54,6868.54,0,0,1,37451,7400
7713,35000,35000,35000, 60 months,18.54,899.09,E,E1,President/CEO,10+ years,MORTGAGE,147900,n,debt_consolidation,Debt consolidation,CA,14.75,0,Jun-1987,0,19,0,41853,50,56,w,0,0,0,0,1,461228,84300
7714,8725,8725,8725, 36 months,15.8,305.89,C,C3,ims,< 1 year,RENT,43000,n,major_purchase,Home expenses,IL,18,0,Nov-2006,3,6,1,442,10.3,8,f,0,0,872.06,156.9708,1,19353,4300
7715,6000,6000,6000, 36 months,9.91,193.35,B,B1,Barnes & Noble,5 years,MORTGAGE,40058,n,debt_consolidation,personal loan,LA,0.75,0,Feb-1999,1,3,0,95,1.1,9,f,0,0,0,0,1,,
7716,14400,14400,14400, 60 months,14.49,338.74,C,C4,Store Manager,9 years,MORTGAGE,44000,n,debt_consolidation,Debt consolidation,PA,36.91,1,Sep-2004,1,26,0,16374,52.3,39,w,12284.86,12284.86,0,0,1,102972,31300
7717,30350,30350,30350, 60 months,23.99,872.94,F,F3,Engineer,8 years,RENT,80000,n,debt_consolidation,Debt consolidation,NY,37.32,0,May-2002,1,12,0,27737,93.7,15,f,28964.75,28964.75,0,0,1,99225,29600
7718,24000,24000,24000, 60 months,18.54,616.52,E,E1,paramedic supervisor,10+ years,MORTGAGE,85000,n,credit_card,Credit card refinancing,NY,11.2,1,Mar-1986,0,10,0,16488,71.7,19,f,20787.44,20787.44,0,0,1,277296,23000
7719,15000,15000,15000, 60 months,16.29,367.09,D,D2,Collections Supervisor North America,10+ years,MORTGAGE,69000,n,credit_card,Credit card refinancing,OK,19.48,2,Oct-1995,3,23,1,15855,45.4,39,w,0,0,0,0,1,156173,34900
7720,13000,13000,13000, 60 months,18.55,334.02,D,D2,,10+ years,MORTGAGE,40000,n,debt_consolidation,Debt consolidation,CA,19.89,0,Dec-2000,2,11,1,8104,38,32,f,0,0,0,0,1,19737,21300
7721,35000,35000,34875, 60 months,21.99,966.47,F,F1,police officer,10+ years,MORTGAGE,110000,n,debt_consolidation,Debt consolidation,NJ,22.37,1,Jul-1993,1,17,0,21122,49.7,29,f,34006.73,33885.28,0,0,1,440814,42500
7722,9600,9600,9350, 36 months,12.12,319.41,B,B3,RockTenn,10+ years,MORTGAGE,81700,n,credit_card,Credit card refinance,GA,19.52,0,Apr-2001,0,14,0,16505,77.5,27,f,0,0,0,0,1,,
7723,8450,8450,8450, 36 months,16.99,301.23,D,D3,Assistant,10+ years,RENT,25000,n,other,Other,NJ,22.42,0,Dec-2005,3,13,0,11101,30.8,18,w,5659.97,5659.97,0,0,1,11101,36100
7724,7000,7000,7000, 36 months,7.69,218.36,A,A4,registered nurse,7 years,MORTGAGE,54000,n,other,Other,MD,27.31,0,Nov-1993,0,11,0,11031,59.6,24,w,4086.48,4086.48,0,0,1,47362,18500
7725,28000,28000,28000, 36 months,6.49,858.05,A,A2,Ceo,10+ years,OWN,150000,n,credit_card,Credit card refinancing,NY,17.64,0,Jan-1991,0,22,0,23437,13.7,55,w,0,0,0,0,1,848150,252700
7726,7000,7000,7000, 36 months,9.99,225.84,B,B3,Corporate Credit Manager,2 years,RENT,127000,n,car,Car financing,TX,10.91,0,Aug-1989,1,12,1,16488,71.1,48,w,5797.34,5797.34,0,0,1,81395,23200
7727,25000,25000,25000, 60 months,15.61,602.79,D,D1,General Manager,10+ years,MORTGAGE,60000,n,credit_card,Credit card refinancing,TX,31.74,2,May-2001,0,17,0,30345,51.4,40,f,20097.94,20097.94,0,0,1,123880,59000
7728,10000,10000,10000, 36 months,8.18,314.2,B,B1,Software Engineer,10+ years,OWN,118000,n,debt_consolidation,Debt consolidation,VA,25.65,0,Aug-1990,2,20,0,27687,38.8,51,w,0,0,0,0,1,115994,71400
7729,5000,5000,5000, 36 months,15.61,174.83,D,D1,Recon manager ,2 years,MORTGAGE,28000,n,debt_consolidation,Debt consolidation,PA,24.73,3,Jun-2006,0,6,0,909,36.4,15,f,0,0,0,0,1,16239,2500
7730,26400,26400,26400, 60 months,23.76,755.81,F,F4,Library of Congress,10+ years,MORTGAGE,105000,n,other,Other,DC,12.82,0,Mar-2000,0,37,0,29373,58.6,60,w,0,0,4224.74,42.2474,1,534912,50100
7731,4200,4200,4200, 36 months,12.69,140.89,C,C2,Executive Director,6 years,RENT,52000,n,debt_consolidation,Debt consolidation,DC,3.25,0,Oct-2006,0,3,0,504,33.6,4,f,0,0,715.56,128.8008,1,2987,1500
7732,23800,23800,23800, 36 months,13.99,813.32,C,C1,Harbor hospice,3 years,MORTGAGE,92000,n,debt_consolidation,Debt consolidation,TX,20.57,0,Jun-2003,2,10,0,13767,66.2,25,f,0,0,957.99,9.47,1,,
7733,12000,12000,12000, 36 months,11.14,393.67,B,B2,SolarReserve,2 years,RENT,110000,n,credit_card,Credit Card Loans,CA,6.72,0,Mar-2001,0,7,0,13292,76.7,15,f,0,0,0,0,1,18539,17200
7734,15000,15000,15000, 36 months,6.62,460.56,A,A2,Oregon State University,3 years,MORTGAGE,55000,n,credit_card,Credit CardRidance,OR,7.16,0,Jul-1993,0,4,0,14228,33.5,11,f,0,0,0,0,1,,
7735,3000,3000,3000, 36 months,15.31,104.46,C,C2,us army,10+ years,RENT,96372,n,debt_consolidation,christmas,VA,23.02,1,Dec-1993,0,11,0,13026,66.8,33,w,0,0,0,0,1,71525,19500
7736,10000,10000,10000, 60 months,13.18,228.46,C,C3,Events mamager,10+ years,RENT,35000,n,debt_consolidation,Debt consolidation,GA,20.68,2,Jul-2002,0,7,1,6748,79.4,16,w,9881.37,9881.37,0,0,1,26486,8500
7737,15000,15000,15000, 60 months,11.22,327.79,B,B5,Psychologist,6 years,MORTGAGE,100000,n,debt_consolidation,Debt consolidation,IN,13.36,2,Apr-1992,0,44,0,11730,79.8,90,w,14812.46,14812.46,0,0,1,155696,14700
7738,28000,28000,28000, 36 months,7.89,876,A,A5,Comptroller,10+ years,MORTGAGE,117000,n,home_improvement,Home improvement,NJ,24.62,0,Dec-2001,0,14,0,42722,59.8,32,w,22335.73,22335.73,0,0,1,322902,71500
7739,24150,24150,24150, 60 months,17.86,611.42,D,D5,technician,10+ years,RENT,85000,n,debt_consolidation,Debt consolidation,NJ,35.48,0,Apr-1994,0,13,0,19276,70.6,22,f,0,0,0,0,1,64695,27300
7740,3600,3600,3600, 36 months,13.61,122.36,C,C2,US Bank,1 year,RENT,14500,n,debt_consolidation,HELP,MO,2.98,0,Jan-2001,1,2,0,723,12.7,3,f,0,0,0,0,1,,
7741,33000,33000,33000, 60 months,18.55,847.89,D,D2,Senior Management Consultant,3 years,MORTGAGE,105000,n,debt_consolidation,Debt Be Gone,FL,17.95,0,Sep-1997,1,13,1,13262,71.7,36,w,0,0,0,0,1,278473,18500
7742,5000,5000,5000, 36 months,9.49,160.15,B,B2,Producer,2 years,MORTGAGE,65000,n,credit_card,Credit card refinancing,TN,12.89,0,Aug-1997,1,11,1,1000,22.7,66,f,3708.94,3708.94,0,0,1,177642,4400
7743,20000,20000,20000, 60 months,16.29,489.45,D,D2,Sr Executive Assistant,10+ years,MORTGAGE,77500,n,credit_card,Credit card refinancing,NJ,15.16,0,May-2002,0,11,0,11525,64.1,31,f,0,0,0,0,1,289900,17900
7744,25000,25000,25000, 60 months,17.14,623.2,D,D4,Pharmacist,10+ years,RENT,111000,n,debt_consolidation,Debt consolidation,WA,32.03,0,Dec-1998,0,16,0,39322,63.8,32,f,22761.54,22761.54,0,0,1,328939,61600
7745,10000,10000,10000, 36 months,11.44,329.48,B,B4,Account Executive,10+ years,MORTGAGE,70000,n,debt_consolidation,Debt consolidation,MO,2.88,1,May-1996,0,6,1,5060,33.1,29,f,7038.13,7038.13,0,0,1,174191,15300
7746,6400,6400,6400, 36 months,8.9,203.23,A,A5,,n/a,RENT,32000,n,other,Other,MI,5.36,0,Jan-1971,1,9,0,3177,18.5,35,f,0,0,321.51,3.05,1,3177,17200
7747,18450,18450,18400, 60 months,24.5,536.14,F,F3,Store Manager,2 years,MORTGAGE,70000,n,home_improvement,Home improvement,TX,17.45,3,Jun-1986,0,14,0,2940,35,58,w,0,0,3042.53,547.6554,1,77063,8400
7748,22750,22750,22750, 60 months,19.52,596.68,D,D4,Supervisor,10+ years,MORTGAGE,51000,n,credit_card,Wrecking ball,PA,18.05,0,Dec-1990,0,11,1,19904,76.6,17,f,0,0,3408.55,613.539,1,126614,26000
7749,6400,6400,6400, 36 months,7.89,200.23,A,A5,Superintendent ,5 years,RENT,48000,n,car,Car financing,NY,13,0,Oct-2001,2,12,1,4689,19.5,27,w,5435.37,5435.37,0,0,1,10796,24000
7750,35000,35000,35000, 60 months,14.99,832.47,C,C5,Managing Partner,3 years,RENT,115000,n,debt_consolidation,Debt consolidation,NY,2.91,2,Mar-2004,0,5,0,8447,43.8,11,w,31696.15,31696.15,0,0,1,8447,19300
7751,6000,6000,6000, 36 months,11.99,199.26,B,B5,Client services Analyst,2 years,MORTGAGE,39000,n,debt_consolidation,Debt consolidation,MO,26.65,0,Aug-1993,0,12,0,5892,25,20,f,4233.28,4233.28,0,0,1,135078,23600
7752,8000,8000,8000, 36 months,13.98,273.35,C,C3,customer service consultant,5 years,RENT,34000,n,debt_consolidation,Debt consolidation,FL,7.77,0,Jul-2006,0,7,0,6001,88.2,13,f,5065.86,5065.86,0,0,1,6001,6800
7753,11925,11925,11925, 36 months,14.65,411.35,C,C5,Director of Operatioins,< 1 year,RENT,72000,n,debt_consolidation,Debt consolidation,WA,5.55,0,Oct-1992,0,5,2,13257,87.8,16,w,9116.48,9116.48,0,0,1,13257,15100
7754,14400,14400,14400, 36 months,13.66,489.79,C,C3,Firefighter Paramedic,2 years,OWN,42000,n,debt_consolidation,Debt consolidation,FL,31.51,1,Aug-2006,1,6,0,13941,46.3,6,f,10235.2,10235.2,0,0,1,37026,30100
7755,13000,13000,13000, 60 months,18.84,336.09,E,E2,Teacher,9 years,MORTGAGE,36500,n,debt_consolidation,Debt consolidation,NC,18.38,0,Jul-2002,0,8,0,10596,68.4,19,f,12176.32,12176.32,0,0,1,10596,15500
7756,10000,10000,10000, 36 months,18.49,363.99,D,D2,PSEG,10+ years,RENT,74178,n,debt_consolidation,Debt consolidation,NJ,27.23,1,Jul-1996,1,15,0,15586,88.1,41,f,0,0,15.12,0,1,,
7757,25000,25000,25000, 60 months,7.89,505.6,A,A5,Bus Operator,5 years,MORTGAGE,165000,n,credit_card,Credit card refinancing,CA,9.78,0,Mar-1988,0,12,0,24498,35.1,30,w,23621.59,23621.59,0,0,1,508382,69700
7758,9000,9000,9000, 36 months,10.99,294.61,B,B2,Property Manager,2 years,MORTGAGE,72000,n,credit_card,Credit card refinancing,NC,24.02,1,Apr-1987,2,12,0,31630,48.4,28,f,3854.4,3854.4,0,0,1,64065,65300
7759,10000,10000,10000, 36 months,13.11,337.47,B,B4,Piedmont Heart Institute,10+ years,MORTGAGE,60000,n,home_improvement,Home Improvement,GA,11.92,0,Jul-1987,3,10,1,6615,38.2,25,f,0,0,0,0,1,264970,17300
7760,30000,30000,30000, 36 months,11.53,989.71,B,B5,Director,5 years,MORTGAGE,99000,n,debt_consolidation,Debt consolidation,MO,21.64,5,Jun-1997,1,9,0,18914,93.1,27,w,27153.46,27153.46,0,0,1,251619,20300
7761,10000,10000,10000, 60 months,21,270.54,E,E2,True Drilling,2 years,RENT,100000,n,debt_consolidation,Money,MT,11.53,2,Oct-2000,0,9,0,3027,100.9,17,f,6275.03,6275.03,0,0,1,13981,3000
7762,28000,28000,28000, 36 months,7.62,872.52,A,A3,System Administrator,10+ years,MORTGAGE,93000,n,credit_card,Credit card refinancing,CA,20.2,0,Aug-1986,1,26,0,67956,40.1,45,w,0,0,0,0,1,322828,169600
7763,8000,8000,8000, 36 months,16.55,283.44,D,D2, Truck Driver,10+ years,RENT,38000,n,debt_consolidation,Debt consolidation,CA,36.39,0,Apr-2001,0,9,0,12534,69.6,13,f,7293.12,7293.12,0,0,1,27038,18000
7764,24000,24000,24000, 36 months,6.03,730.46,A,A1,Director of Nuclear Cardiology,10+ years,MORTGAGE,75000,n,debt_consolidation,Debt consolidation,TX,18.77,0,Jul-1998,0,9,0,20177,42.5,18,f,16475.99,16475.99,0,0,1,173462,47500
7765,10000,10000,10000, 36 months,9.99,322.63,B,B3,Facilities Manager,1 year,RENT,48000,n,debt_consolidation,Debt consolidation,NY,11.88,0,Dec-2009,0,9,0,8014,45.8,13,w,9030.46,9030.46,0,0,1,16670,17500
7766,17000,17000,17000, 36 months,7.12,525.85,A,A3,Financial Advisor,10+ years,MORTGAGE,114000,n,credit_card,Credit card refinancing,KS,24.58,0,Apr-1997,3,5,0,3773,62.9,30,w,0,0,0,0,1,178053,6000
7767,15000,15000,15000, 60 months,16.29,367.09,D,D2,Financial Advisor,10+ years,RENT,71000,n,debt_consolidation,Debt consolidation,FL,13.24,1,Jan-1985,1,10,1,8022,55.3,20,w,12281.52,12281.52,0,0,1,16689,14500
7768,10000,10000,10000, 60 months,12.49,224.93,B,B5,Supervisory Vocational Rehab Counselor,4 years,MORTGAGE,79000,n,debt_consolidation,Debt consolidation,NC,6.71,0,Mar-2005,0,15,0,8917,35.2,32,w,7851.62,7851.62,0,0,1,215270,25300
7769,9600,9600,9600, 36 months,11.67,317.35,B,B4,Market Area Rep,< 1 year,RENT,45000,n,other,Other,NV,13.56,0,Oct-1988,0,11,0,10392,33.3,19,f,5216.97,5216.97,0,0,1,13939,31200
7770,20000,20000,19950, 36 months,11.99,664.2,B,B3,Quality Control,6 years,MORTGAGE,72000,n,debt_consolidation,Credit card debit,VT,17.53,0,Jan-1993,0,12,0,14917,79.8,35,f,0,0,2145.85,386.253,1,135293,18700
